GHCN_ID,Lat,Lon,Elev,State,Name,Probability_of_Snow_Depth_GT_0,Median_of_Snow_Depth_GT_0_inches,Probability_of_Snowfall_GT_0,Median_of_Snowfall_GT_0_inches
USC00250945,42.5939,-97.6436,530.4,NE,BLOOMFIELD,54%,3,14%,1
USW00003919,38.8,-97.65,386.8,KS,SALINA MUNI AP,18%,2,7%,-6666
USW00013984,39.5514,-97.6508,447.8,KS,CONCORDIA MUNI AP,28%,2,11%,0.9
USC00415845,31.93,-97.6608,234.7,TX,MERIDIAN,0%,-6666,0%,-6666
USC00417677,27.7894,-97.6619,25.9,TX,ROBSTOWN,0%,-6666,0%,-6666
USC00145539,37.8658,-97.6647,438.9,KS,MT HOPE,12%,2,7%,-6666
USC00340830,35.1183,-97.67,388.6,OK,BLANCHARD 2 SSW,4%,-6666,4%,-6666
USC00342242,35.9269,-97.6742,327.4,OK,CRESCENT 5WSW,4%,-6666,4%,-6666
USC00144735,38.5753,-97.6753,405.4,KS,LINDSBORG,22%,3,9%,-6666
USC00345247,34.3281,-97.6794,299,OK,LOCO,1%,-6666,1%,-6666
USC00410660,29.5244,-97.685,117.3,TX,BELMONT,0%,-9999,0%,-9999
USC00418081,27.2169,-97.6956,11.6,TX,SARITA 7 E,0%,-6666,0%,-6666
USC00321435,48.8628,-97.7014,271.3,ND,CAVALIER 7NW,90%,7,17%,1
USC00342196,34.7422,-97.7039,375.5,OK,COX CITY 2 NE,1%,-6666,2%,-6666
USC00145363,39.1247,-97.7047,402.9,KS,MINNEAPOLIS,23%,2,11%,0.7
USC00410639,28.4575,-97.7061,77.7,TX,BEEVILLE 5 NE,0%,-9999,0%,-9999
USC00417388,32.2619,-97.7064,197.5,TX,RAINBOW,0%,-9999,0%,-6666
USC00417836,28.8297,-97.7133,89.9,TX,RUNGE,0%,-9999,0%,-6666
USC00419962,30.9597,-97.7183,224,TX,YOUNGSPORT,0%,-9999,0%,-9999
USC00345768,36.7894,-97.7333,326.7,OK,MEDFORD 1S,5%,-6666,6%,-6666
USC00251065,40.8836,-97.7497,524.3,NE,BRADSHAW,43%,4,12%,1.1
USC00253185,41.4514,-97.7644,484.6,NE,GENOA 2 W,42%,3,15%,0.6
USC00416368,29.2283,-97.7675,112.8,TX,NIXON,0%,-9999,-5555,-6666
USC00419532,32.7483,-97.77,291.1,TX,WEATHERFORD,1%,-6666,0%,-6666
USC00411063,33.2064,-97.7761,234.4,TX,BRIDGEPORT,1%,-6666,1%,-6666
USC00390128,43.6567,-97.7853,412.4,SD,ALEXANDRIA,49%,3,11%,1.1
USC00413591,32.2342,-97.7853,199.6,TX,GLEN ROSE 2 W,1%,-6666,1%,-6666
USC00256837,41.0756,-97.7872,530.4,NE,POLK,33%,3,8%,-6666
USC00256761,42.3492,-97.7931,512.1,NE,PLAINVIEW,52%,2,16%,1
USC00417458,26.4819,-97.8097,9.4,TX,RAYMONDVILLE,0%,-6666,0%,-6666
USW00012928,27.5,-97.8167,17.1,TX,KINGSVILLE NAAS,0%,-9999,0%,-9999
USC00410984,33.5511,-97.8472,329.2,TX,BOWIE,2%,-6666,1%,-6666
USC00394254,44.3647,-97.8486,426.7,SD,IROQUOIS,59%,5,12%,1.2
USC00145870,37.455,-97.8486,457.2,KS,NORWICH,9%,-6666,4%,-6666
USC00141057,38.7711,-97.8564,417.6,KS,BROOKVILLE,10%,-6666,6%,-6666
USC00398472,42.9939,-97.8619,432.8,SD,TYNDALL,53%,3,12%,1.1
USC00410246,30.7569,-97.8619,323.1,TX,ANDICE 2 SW,0%,-9999,-5555,-6666
USC00415661,28.0372,-97.8725,42.1,TX,MATHIS 4 SSW,0%,-9999,0%,-9999
USC00342912,36.4194,-97.8747,379.5,OK,ENID,8%,-6666,5%,-6666
USC00414696,28.9069,-97.8756,137.2,TX,KARNES CITY 2N,0%,-9999,0%,-6666
USC00349086,35.3672,-97.8872,382.5,OK,UNION CITY 3 SE,2%,-6666,3%,-6666
USC00417017,31.2789,-97.8883,243.8,TX,PIDCOKE,0%,-9999,-5555,-6666
USC00415836,26.0619,-97.8997,22.9,TX,MERCEDES 6 SSE,0%,-6666,0%,-6666
USC00327986,47.5983,-97.9,464.8,ND,SHARON,85%,5,16%,1
USC00340200,35.1592,-97.9036,358.1,OK,AMBER 1W,1%,-6666,1%,-6666
USC00251990,42.4603,-97.9047,506,NE,CREIGHTON,42%,3,10%,-6666
USC00341750,35.0489,-97.9158,330.7,OK,CHICKASHA EXP STATI,1%,-6666,2%,-6666
USC00253589,40.0136,-97.9289,463.3,NE,HARDY,32%,3,7%,-6666
USC00344861,35.8583,-97.9294,320,OK,KINGFISHER,2%,-6666,2%,-6666
USC00411625,32.1561,-97.9369,345.3,TX,CHALK MTN,1%,-6666,1%,-6666
USC00251680,40.5033,-97.9372,528.5,NE,CLAY CTR 6 ESE,37%,3,9%,-6666
USC00417983,29.8833,-97.9494,202.7,TX,SAN MARCOS,0%,-9999,0%,-9999
USC00342818,35.5489,-97.9553,403.9,OK,EL RENO 1 N,1%,-6666,2%,-6666
USC00411990,31.1603,-97.9564,374.9,TX,COPPERAS COVE 5 NW,0%,-9999,0%,-9999
USC00342660,34.5011,-97.9592,342.9,OK,DUNCAN,1%,-6666,1%,-6666
USC00144178,38.6078,-97.9597,454.8,KS,KANOPOLIS LAKE,18%,3,5%,-6666
USC00256135,42.0678,-97.9675,521.2,NE,OAKDALE,45%,3,14%,0.6
USC00418187,29.5519,-97.9697,153.3,TX,SEGUIN 1 SSW,0%,-9999,0%,-9999
USC00419588,26.1781,-97.9708,22.9,TX,WESLACO,0%,-9999,0%,-9999
USC00342054,34.3622,-97.9736,312.4,OK,COMANCHE,2%,-6666,1%,-6666
USC00418658,29.3258,-97.9753,161.5,TX,STOCKDALE 6N,0%,-9999,0%,-6666
USC00253075,41.3594,-97.9761,502.9,NE,FULLERTON,35%,3,9%,-6666
USC00345581,34.6456,-97.9778,381,OK,MARLOW 1 WSW,8%,-6666,4%,-6666
USC00412585,30.2133,-97.9822,341.4,TX,DRIPPING SPRINGS 6,0%,-6666,1%,-6666
USC00258320,40.0314,-97.9842,493.8,NE,SUPERIOR 4E,35%,3,11%,0.8
USC00250445,40.8586,-97.9958,544.1,NE,AURORA,37%,3,10%,1
USC00349395,34.1747,-97.9964,278,OK,WAURIKA,0%,-9999,1%,-6666
USC00250070,41.6867,-98.0036,545.6,NE,ALBION,35%,3,10%,-6666
USC00251560,41.1156,-98.0064,516.6,NE,CENTRAL CITY,39%,3,10%,1
USC00410738,30.7603,-98.0164,347.2,TX,BERTRAM 3 ENE,0%,-9999,-5555,-6666
USC00144857,39.9,-98.0256,488.3,KS,LOVEWELL DAM,34%,3,8%,-6666
USC00255830,42.1303,-98.0275,536.4,NE,NELIGH,52%,2,14%,1
USW00013980,37.155,-98.0283,408.4,KS,ANTHONY,9%,-6666,5%,-6666
USC00143930,37.9311,-98.0297,478.5,KS,HUTCHINSON 10 SW,17%,2,7%,-6666
USC00414137,31.9844,-98.0311,317.9,TX,HICO,0%,-6666,0%,-6666
USC00321766,47.405,-98.0381,420.6,ND,COOPERSTOWN,80%,4,17%,1
USC00255960,42.7472,-98.0467,376.1,NE,NIOBRARA,48%,3,8%,-6666
USC00255840,40.1983,-98.0733,522.7,NE,NELSON,32%,3,8%,-6666
USC00252595,41.9872,-98.0747,589.8,NE,ELGIN,45%,3,10%,-6666
USC00393029,44.0686,-98.0833,397.8,SD,FORESTBURG 4 NNE,61%,3,12%,1
USC00413884,31.7044,-98.0853,342.9,TX,HAMILTON 2E,0%,-9999,1%,-6666
USC00257351,42.3203,-98.0933,565.4,NE,ROYAL 2SE,56%,4,12%,1.9
USC00391917,45.1539,-98.1008,405.4,SD,CONDE,63%,5,12%,1
USC00419815,30.0017,-98.1047,275.8,TX,WIMBERLEY 1 NW,0%,-9999,-5555,-6666
USC00413065,28.9614,-98.1103,104.5,TX,FALLS CITY 7 WSW,0%,-6666,0%,-6666
USC00144313,37.6361,-98.1136,470.9,KS,KINGMAN,11%,2,5%,-6666
USC00320022,48.3308,-98.1189,473.7,ND,ADAMS 7 SSW,86%,5,13%,1
USC00416276,29.7192,-98.1189,189,TX,NEW BRAUNFELS,0%,-9999,-5555,-6666
USC00413063,27.1394,-98.12,42.4,TX,FALFURRIAS,0%,-9999,0%,-9999
USC00413508,28.3064,-98.1222,68.6,TX,GEORGE WEST 2 SSW,0%,-9999,0%,-6666
USC00415721,26.565,-98.1236,67.1,TX,MCCOOK,0%,-9999,0%,-9999
USC00144712,39.0294,-98.13,423.7,KS,LINCOLN 1 SE,24%,2,7%,-6666
USC00343740,36.7425,-98.1331,365.8,OK,GREAT SALT PLAINS D,4%,-6666,3%,-6666
USC00411035,32.6489,-98.1336,256,TX,BRAZOS,0%,-9999,0%,-6666
USC00342668,34.4933,-98.1419,339.9,OK,DUNCAN 10 W,1%,-6666,1%,-6666
USC00419007,28.5817,-98.1444,76.2,TX,THREE RIVERS 8 NE,0%,-6666,0%,-6666
USC00414517,33.2206,-98.1561,329.8,TX,JACKSBORO,1%,-6666,0%,-6666
USC00144089,39.6678,-98.1567,487.7,KS,JEWELL,27%,3,10%,1.2
USC00418531,30.4828,-98.1597,259.1,TX,SPICEWOOD,0%,-9999,0%,-9999
USC00143037,38.5375,-98.1611,533.4,KS,GENESEO,15%,3,6%,-6666
USC00416060,32.3842,-98.1703,321.9,TX,MORGAN MILL,0%,-9999,1%,-6666
USC00415018,31.0717,-98.1847,314.6,TX,LAMPASAS,0%,-6666,0%,-6666
USC00340224,35.0619,-98.1989,356,OK,ANADARKO 3 E,1%,-6666,2%,-6666
USC00414093,33.8128,-98.2003,283.5,TX,HENRIETTA,0%,-6666,1%,-6666
USC00144982,39.7889,-98.2039,534.9,KS,MANKATO,32%,3,8%,-6666
USC00147796,38.2144,-98.2078,498.7,KS,STERLING,13%,2,5%,-6666
USC00254945,41.7614,-98.2139,640.1,NE,LORETTO 7W,44%,3,15%,0.6
USW00014936,44.3981,-98.2231,390.1,SD,HURON RGNL AP,59%,4,21%,0.5
USC00325230,46.6611,-98.2267,451.7,ND,LITCHVILLE 2NW,71%,4,12%,2
USC00142459,38.7278,-98.2267,466.3,KS,ELLSWORTH,25%,3,8%,-6666
USW00003969,32.2314,-98.2319,393.2,TX,STEPHENVILLE,1%,-6666,1%,-6666
USC00411250,30.7586,-98.2339,391.7,TX,BURNET,0%,-9999,0%,-9999
USC00415701,26.1917,-98.2511,30.5,TX,MCALLEN,0%,-6666,0%,-6666
USC00411720,28.4675,-98.2525,70.1,TX,CHOKE CANYON DAM,0%,-9999,0%,-6666
USW00012959,26.1839,-98.2539,30.5,TX,MCALLEN MILLER INTL,0%,-9999,0%,-9999
USC00419717,28.6611,-98.2553,78.6,TX,WHITSETT,0%,-6666,0%,-6666
USC00413156,29.9756,-98.2647,353.6,TX,FISCHERS STORE,0%,-9999,-5555,-6666
USC00344019,36.5381,-98.2661,411.5,OK,HELENA 1 SSE,15%,2,5%,-6666
USC00398767,43.0833,-98.2894,435.9,SD,WAGNER,41%,3,11%,2
USC00324937,46.3547,-98.2928,401.1,ND,LA MOURE,66%,4,14%,1
USC00414343,32.3389,-98.2972,431.3,TX,HUCKABAY,0%,-9999,0%,-6666
USC00391873,45.725,-98.3,396.2,SD,COLUMBIA 8 N,72%,5,22%,0.5
USC00349278,34.3603,-98.3006,306.3,OK,WALTERS,1%,-6666,1%,-6666
USC00141179,39.8775,-98.3036,512.1,KS,BURR OAK 1N,33%,3,13%,0.8
USC00412598,32.0628,-98.3047,447.4,TX,DUBLIN 2SE,1%,-6666,1%,-6666
USC00416766,32.7664,-98.3083,317,TX,PALO PINTO,0%,-9999,0%,-9999
USC00347403,34.1578,-98.3108,303.6,OK,RANDLETT 9 E,0%,-6666,1%,-6666
USW00014935,40.9611,-98.3136,560.8,NE,GRAND ISLAND AP,34%,3,13%,0.7
USC00143100,39.5039,-98.315,457.2,KS,GLEN ELDER LAKE,22%,2,6%,-6666
USC00411659,34.0972,-98.3164,289.6,TX,CHARLIE,0%,-9999,0%,-9999
USC00343497,35.6306,-98.3217,478.8,OK,GEARY,2%,-6666,2%,-6666
USC00252805,42.2611,-98.3417,563.9,NE,EWING,46%,3,11%,1
USC00324958,48.7622,-98.3447,492.3,ND,LANGDON EXP FARM,95%,8,23%,0.7
USC00143997,39.6611,-98.3483,481.6,KS,IONIA,31%,2,8%,-6666
USC00390296,43.3131,-98.3486,460.2,SD,ARMOUR,52%,5,12%,1
USC00411337,28.4658,-98.3539,66.4,TX,CALLIHAM,0%,-9999,0%,-6666
USC00340260,34.8892,-98.3592,398.1,OK,APACHE,0%,-6666,1%,-6666
USC00410271,33.4406,-98.3708,317,TX,ANTELOPE,2%,-6666,1%,-6666
USC00345329,35.3736,-98.3775,439.5,OK,LOOKEBA 1 N,2%,-6666,2%,-6666
USC00416367,31.1081,-98.3794,414.5,TX,NIX STORE 1 W,0%,-9999,0%,-9999
USC00418544,29.8656,-98.3819,341.1,TX,SPRING BRANCH 2SE,0%,-9999,0%,-9999
USC00253660,40.6472,-98.3836,590.7,NE,HASTINGS 4N,33%,4,13%,1
USC00414911,26.2422,-98.3992,54.9,TX,LA JOYA,0%,-6666,0%,-6666
USC00415972,26.2167,-98.4,40.5,TX,MISSION 4 W,0%,-9999,0%,-9999
USC00411580,31.4683,-98.4106,416.1,TX,CENTER CITY,0%,-9999,0%,-6666
USW00014929,45.4558,-98.4131,396.8,SD,ABERDEEN,58%,4,22%,0.5
USC00349364,35.8578,-98.4139,466.3,OK,WATONGA,8%,-6666,4%,-6666
USC00414605,30.2836,-98.4172,375.5,TX,JOHNSON CITY,0%,-6666,0%,-6666
USC00142592,39.9303,-98.4269,570,KS,ESBON 7 N,33%,2,8%,-6666
USC00141371,39.5067,-98.4305,448.1,KS,CAWKER CITY,21%,3,6%,-6666
USC00417947,29.5253,-98.4539,240.2,TX,SAN ANTONIO 8NNE,0%,-9999,0%,-9999
USC00345063,34.6097,-98.4572,350.5,OK,LAWTON,0%,-6666,1%,-6666
USC00255040,42.8294,-98.4583,423.7,NE,LYNCH,40%,4,9%,-6666
USC00257515,41.2078,-98.4608,547.4,NE,SAINT PAUL,28%,2,6%,-6666
USC00418696,32.6592,-98.4678,359.7,TX,STRAWN 8 NNE,0%,-6666,0%,-6666
USC00322525,48.4267,-98.47,467.9,ND,EDMORE 1NW,90%,5,20%,0.7
USC00419099,30.8797,-98.4728,312.4,TX,TOW,0%,-9999,0%,-9999
USC00417111,28.9606,-98.4772,130.8,TX,PLEASANTON,0%,-9999,0%,-6666
USC00346751,36.3486,-98.4808,383.7,OK,ORIENTA 1SSW,2%,-6666,4%,-6666
USW00013966,33.9786,-98.4928,310,TX,WICHITA FALLS MUNI,2%,-6666,2%,-6666
USC00417300,31.9633,-98.4942,372.2,TX,PROCTOR RSVR,0%,-9999,0%,-9999
USC00250961,40.3058,-98.5047,609.6,NE,BLUE HILL 4 SW,31%,3,7%,-6666
USC00390350,44.9633,-98.5114,390.1,SD,ASHTON 2S,37%,5,7%,-6666
USC00257070,40.0978,-98.5197,524.3,NE,RED CLOUD,30%,3,7%,-6666
USC00397052,44.8656,-98.5253,399,SD,REDFIELD,59%,5,11%,1.5
USC00419031,28.4114,-98.5294,105.2,TX,TILDEN 4 SSE,0%,-6666,0%,-6666
USC00396574,43.0689,-98.5325,454.2,SD,PICKSTOWN,54%,3,9%,-6666
USC00253425,41.5461,-98.5331,615.7,NE,GREELEY,34%,3,8%,-6666
USC00414647,28.9122,-98.5425,157.9,TX,JOURDANTON,0%,-9999,-5555,-6666
USC00412125,28.5978,-98.5547,86.9,TX,CROSS,0%,-9999,0%,-6666
USC00413668,33.1203,-98.5669,328.6,TX,GRAHAM,0%,-9999,1%,-6666
USC00417215,29.0283,-98.5686,129.5,TX,POTEET,0%,-9999,0%,-9999
USC00399070,44.0761,-98.5706,515.1,SD,WESSINGTON SPRINGS,51%,3,11%,1.3
USC00414402,30.2533,-98.5711,443.8,TX,HYE,0%,-9999,0%,-9999
USC00341504,35.1756,-98.5794,451.4,OK,CARNEGIE 5 NE,6%,-6666,3%,-6666
USC00419030,28.3125,-98.5817,67.1,TX,TILDEN 10 S,0%,-9999,0%,-6666
USC00395456,45.155,-98.5825,396.8,SD,MELLETTE 4 W,58%,4,15%,1.2
USC00326105,46.7006,-98.5839,428.2,ND,MONTPELIER,76%,4,18%,1
USC00413614,31.4403,-98.5903,459.3,TX,GOLDTHWAITE 1 WSW,0%,-9999,0%,-9999
USC00410313,33.5947,-98.6117,321.3,TX,ARCHER CITY 1E,1%,-6666,2%,-6666
USC00413341,27.8722,-98.6175,171.3,TX,FREER,0%,-9999,0%,-9999
USC00325730,47.5808,-98.6422,474,ND,MC HENRY 3W,83%,6,22%,1
USC00341706,34.4225,-98.6497,349.9,OK,CHATTANOOGA,1%,-6666,2%,-6666
USC00258040,42.8103,-98.6558,466.3,NE,SPENCER 5 SSE,45%,3,9%,-6666
USC00256290,42.4594,-98.6564,606.6,NE,O NEILL,51%,3,8%,-6666
USC00416448,29.8642,-98.6581,464.5,TX,NORTHINGTON RCH,0%,-9999,0%,-9999
USC00143847,38.1042,-98.6592,569.1,KS,HUDSON,11%,-6666,7%,-6666
USW00014919,46.9258,-98.6692,455.4,ND,JAMESTOWN MUNI AP,74%,3,22%,0.7
USC00342039,35.35,-98.6742,460.2,OK,COLONY,2%,-6666,3%,-6666
USC00414058,27.3194,-98.6775,176.8,TX,HEBBRONVILLE,0%,-6666,0%,-6666
USC00324418,46.8844,-98.685,447.1,ND,JAMESTOWN STATE HOS,63%,5,15%,1.1
USC00413605,30.3481,-98.6861,499.9,TX,GOLD,0%,-6666,-5555,-6666
USC00349422,35.52,-98.6986,493.2,OK,WEATHERFORD,8%,-6666,4%,-6666
USC00418169,29.4508,-98.7028,286.5,TX,SAN ANTONIO/SEAWORL,0%,-9999,0%,-9999
USC00399077,44.0433,-98.7089,542.5,SD,WESSINGTON SPRINGS,60%,4,9%,-6666
USC00349629,34.7325,-98.7125,507.5,OK,WICHITA MTN WR,0%,-6666,0%,-6666
USC00417992,31.1833,-98.7167,364.2,TX,SAN SABA,1%,-6666,1%,-6666
USC00146549,37.6456,-98.7281,571.5,KS,PRATT,9%,-6666,4%,-6666
USC00348815,35.7522,-98.7453,543.2,OK,THOMAS,0%,-9999,2%,-6666
USC00416636,33.3733,-98.7664,364.2,TX,OLNEY,3%,-6666,1%,-6666
USC00256040,41.4933,-98.7747,597.4,NE,NORTH LOUP,38%,3,8%,-6666
USC00147542,39.7772,-98.7783,542.5,KS,SMITH CTR,27%,2,8%,-6666
USC00143218,38.3758,-98.7803,566.9,KS,GREAT BEND,24%,3,6%,-6666
USW00093997,38.8761,-98.8092,568.1,KS,RUSSELL MUNI AP,22%,2,9%,-6666
USC00418877,30.4333,-98.8097,524.3,TX,TEAGUE RCH,0%,-9999,-5555,-6666
USC00417622,26.3769,-98.8117,52.4,TX,RIO GRANDE CITY,0%,-9999,0%,-6666
USC00412715,32.3989,-98.8175,438.3,TX,EASTLAND,2%,-6666,2%,-6666
USC00413299,28.5033,-98.8392,91.4,TX,FOWLERTON,0%,-6666,0%,-6666
USC00396669,43.3892,-98.8414,490.7,SD,PLATTE,49%,3,13%,1.3
USC00258735,40.3436,-98.8664,696.8,NE,UPLAND 4NE,32%,3,6%,-6666
USC00141875,39.2425,-98.8678,573,KS,COVERT,14%,4,6%,-6666
USC00411920,29.9614,-98.8947,434.9,TX,COMFORT 2,0%,-9999,0%,-9999
USC00411042,32.75,-98.9017,356.6,TX,BRECKENRIDGE,1%,-6666,1%,-6666
USC00413329,30.2392,-98.9089,513.6,TX,FREDERICKSBURG,0%,-9999,0%,-9999
USC00254986,41.3611,-98.9222,676.7,NE,LOUP CITY 6 NNE,24%,6,6%,-6666
USC00256336,41.6028,-98.9269,624.8,NE,ORD #2,34%,3,11%,1.3
USC00412633,33.8158,-98.9317,320.3,TX,DUNDEE 6 NNW,1%,-6666,0%,-6666
USC00418863,30.9731,-98.9433,557.8,TX,TAYLOR RCH,0%,-6666,1%,-6666
USC00253037,40.0953,-98.945,612.6,NE,FRANKLIN #2,29%,2,9%,-6666
USC00411138,31.7383,-98.9456,426.7,TX,BROWNWOOD 2ENE,0%,-6666,1%,-6666
USC00348299,34.6867,-98.9483,417.6,OK,SNYDER 1 N,3%,-6666,1%,-6666
USC00417593,31.27,-98.9486,420.6,TX,RICHLAND SPRINGS,0%,-9999,0%,-9999
USC00255565,40.5156,-98.9514,658.4,NE,MINDEN,36%,3,10%,-6666
USC00348708,36.0381,-98.9592,519.7,OK,TALOGA,10%,-6666,6%,-6666
USC00417633,32.0817,-98.9658,497.7,TX,RISING STAR 1S,1%,-6666,2%,-6666
USC00254985,41.2808,-98.9681,627.3,NE,LOUP CITY,32%,2,9%,-6666
USC00140201,39.4767,-98.9714,513.6,KS,ALTON 1 W,23%,2,6%,-6666
USC00341620,36.3108,-98.9803,559.3,OK,CEDARDALE 1 ESE,13%,2,5%,-6666
USC00342125,35.3008,-98.9958,476.7,OK,CORDELL,7%,-6666,4%,-6666
USC00254335,40.7258,-99.0133,649.2,NE,KEARNEY 4 NE,24%,2,7%,-6666
USC00343353,34.3861,-99.02,391.7,OK,FREDERICK,0%,-6666,1%,-6666
USC00347727,34.8511,-99.0208,445.6,OK,ROOSEVELT,1%,-6666,2%,-6666
USC00145628,39.185,-99.025,557.8,KS,NATOMA,16%,2,6%,-6666
USC00250420,42.5136,-99.0303,637,NE,ATKINSON 3SW,41%,3,9%,-6666
USC00394206,45.4478,-99.0383,466.3,SD,IPSWICH,54%,5,11%,1.2
USW00093986,34.9894,-99.0525,474.3,OK,HOBART MUNI AP,5%,-6666,4%,-6666
USC00419893,33.0178,-99.0539,385,TX,WOODSON,0%,-9999,-5555,-6666
USC00390043,43.4892,-99.0631,512.1,SD,ACADEMY 2NE,56%,4,16%,1
USC00415369,28.4478,-99.0656,87.8,TX,LOS ANGELES 4 WSW,0%,-9999,0%,-9999
USC00393217,44.0569,-99.0719,524.3,SD,GANN VALLEY 4NW,43%,4,8%,-6666
USC00148245,37.8236,-99.0781,624.8,KS,TROUSDALE 1 NE,10%,2,6%,-6666
USC00416879,28.8889,-99.0897,193.5,TX,PEARSALL,0%,-9999,0%,-9999
USC00144530,38.1817,-99.0994,608.1,KS,LARNED,12%,2,5%,-6666
USC00414782,30.0747,-99.1081,544.1,TX,KERRVILLE 3 NNE,0%,-6666,1%,-6666
USC00343358,36.7647,-99.1128,461.8,OK,FREEDOM,6%,-6666,3%,-6666
USC00412417,28.7528,-99.135,148.7,TX,DERBY 1 S,0%,-9999,-5555,-6666
USC00413060,26.5581,-99.1372,97.5,TX,FALCON DAM,0%,-9999,0%,-9999
USC00414254,29.3364,-99.1383,267,TX,HONDO,0%,-9999,0%,-9999
USC00255780,40.0783,-99.1386,573.9,NE,NAPONEE,27%,3,7%,-6666
USC00343998,34.6286,-99.1394,413.6,OK,HEADRICK,4%,-6666,3%,-6666
USC00251345,41.7769,-99.1433,663.2,NE,BURWELL,44%,3,9%,-6666
USC00414982,33.7542,-99.1442,355.7,TX,LAKE KEMP,1%,-6666,1%,-6666
USC00346139,36.2283,-99.17,576.1,OK,MUTUAL,15%,2,7%,-6666
USC00144821,38.6539,-99.1797,609.6,KS,LORETTA,22%,2,7%,-6666
USC00417327,32.3664,-99.1925,496.8,TX,PUTNAM,3%,-6666,2%,-6666
USC00411239,31.9917,-99.2203,474,TX,BURKETT,0%,-9999,0%,-6666
USC00140865,38.5636,-99.235,621.8,KS,BISON 3NW,17%,2,8%,-6666
USC00414458,30.0736,-99.2386,518.8,TX,INGRAM #2,0%,-9999,-5555,-6666
USC00419976,26.8706,-99.2536,97.5,TX,ZAPATA 1 S,0%,-6666,0%,-6666
USC00413954,30.3011,-99.2681,628.2,TX,HARPER 1W,0%,-9999,0%,-9999
USC00418845,29.6675,-99.2883,423.7,TX,TARPLEY,0%,-9999,-5555,-6666
USC00325798,46.8928,-99.2897,551.7,ND,MEDINA,73%,5,12%,1.2
USC00418221,33.6325,-99.2897,396.8,TX,SEYMOUR 3NW,0%,-9999,1%,-6666
USC00257002,40.3119,-99.2903,682.8,NE,RAGAN,33%,3,8%,-6666
USC00340184,34.8847,-99.2964,464.8,OK,ALTUS DAM,0%,-6666,3%,-6666
USC00255250,41.22,-99.2981,688.8,NE,MASON CITY,34%,3,7%,-6666
USC00349172,36.1508,-99.3003,690.4,OK,VICI,4%,-6666,4%,-6666
USC00410120,32.7294,-99.3017,426.7,TX,ALBANY,1%,-6666,1%,-6666
USC00391621,43.735,-99.312,506,SD,CHAMBERLAIN 5 S,52%,3,15%,1
USC00419346,34.1517,-99.3256,368.8,TX,VERNON,0%,-6666,0%,-6666
USC00141704,37.2706,-99.3272,634.9,KS,COLDWATER,7%,-6666,7%,-6666
USC00255925,42.6008,-99.3333,679.7,NE,NEWPORT,54%,3,15%,0.7
USC00340179,34.5903,-99.3344,420.6,OK,ALTUS IRIG RSCH STN,3%,-6666,3%,-6666
USC00397277,45.4525,-99.3358,559.3,SD,ROSCOE,71%,5,24%,0.6
USC00143527,38.8586,-99.3358,612.6,KS,HAYS 1 S,22%,3,8%,-6666
USC00345090,35.8781,-99.3433,634,OK,LEEDEY,3%,-6666,2%,-6666
USC00323963,48.9989,-99.3464,469.4,ND,HANSBORO 4 NNE,82%,4,14%,1
USC00412906,28.0239,-99.3508,176.8,TX,ENCINAL,0%,-6666,0%,-6666
USC00347565,35.1589,-99.3658,541.6,OK,RETROP,4%,-6666,2%,-6666
USC00320382,46.0406,-99.3742,613.9,ND,ASHLEY,66%,4,16%,0.7
USC00253910,40.4517,-99.3803,707.1,NE,HOLDREGE,31%,3,9%,-6666
USC00146435,39.245,-99.3808,634.9,KS,PLAINVILLE 4WNW,26%,3,8%,-6666
USC00258455,41.7708,-99.3814,691.9,NE,TAYLOR,46%,3,9%,-6666
USC00349760,36.4408,-99.3817,574.5,OK,WOODWARD,12%,2,7%,-6666
USC00255525,40.9283,-99.3886,704.1,NE,MILLER,24%,3,5%,-6666
USC00328608,47.4647,-99.3983,498,ND,SYKESTON,58%,5,12%,1.2
USC00411875,31.8211,-99.42,526.4,TX,COLEMAN,1%,-6666,2%,-6666
USC00328415,46.7153,-99.4475,597.7,ND,STREETER 5 NW,78%,5,14%,1.4
USC00256365,40.1314,-99.4558,597.4,NE,ORLEANS 2 W,33%,2,8%,-6666
USC00417873,29.3283,-99.4653,290.5,TX,SABINAL,0%,-9999,0%,-9999
USC00396282,45.2317,-99.4711,490.7,SD,ONAKA 2N,42%,4,8%,-6666
USC00346035,35.1464,-99.4956,515.1,OK,MORAVIA 2 NNE,6%,-6666,4%,-6666
USC00415060,27.5683,-99.4983,131.1,TX,LAREDO 2,0%,-6666,0%,-6666
USC00250427,40.3794,-99.4992,716.3,NE,ATLANTA 2 WNW,40%,3,10%,-6666
USC00345509,34.8911,-99.5017,486.2,OK,MANGUM,1%,-6666,1%,-6666
USC00414375,30.0628,-99.505,612.6,TX,HUNT 10 W,0%,-9999,0%,-9999
USC00342849,35.3925,-99.5064,646.2,OK,ELK CITY 4 W,4%,-6666,5%,-6666
USC00349668,35.0522,-99.5125,531.9,OK,WILLOW,6%,-6666,4%,-6666
USC00325434,47.9619,-99.5261,492.3,ND,MADDOCK,78%,5,13%,1
USC00144807,39.9694,-99.5339,643.1,KS,LONG ISLAND 1N,22%,3,7%,-6666
USC00141141,38.2006,-99.5344,641.3,KS,BURDETT 1 NW,8%,-6666,6%,-6666
USC00343304,36.5442,-99.535,618.7,OK,FORT SUPPLY 3SE,12%,2,5%,-6666
